,model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
840,Renault,273538,100,diesel,silver,estate,True,False,False,False,False,False,True,36
841,Citroën,148188,135,diesel,black,estate,False,True,False,False,True,True,True,118
842,Renault,157807,120,diesel,blue,estate,True,True,False,False,False,False,True,117
843,Audi,191233,190,diesel,grey,estate,True,True,False,False,True,False,True,129
844,Citroën,164973,135,diesel,blue,estate,False,False,False,False,False,False,True,28
845,Renault,84454,120,diesel,brown,estate,True,True,False,False,True,False,True,146
846,Citroën,183569,135,diesel,brown,estate,False,True,False,False,False,False,True,103
847,Citroën,110239,135,diesel,white,estate,False,True,False,True,True,True,True,124
848,Citroën,158735,135,diesel,silver,estate,False,True,False,False,False,False,True,118
849,Citroën,100669,120,diesel,black,estate,True,False,False,False,True,False,True,112
850,Renault,80381,85,diesel,grey,estate,False,True,False,False,False,False,True,88
851,Peugeot,88562,100,diesel,black,estate,False,False,False,False,False,False,True,97
852,Renault,105886,135,diesel,white,estate,False,True,False,False,True,False,True,129
853,Renault,123492,120,diesel,black,estate,True,True,False,False,False,False,True,120
854,Citroën,38620,135,diesel,grey,estate,False,True,False,True,False,False,True,140
855,Peugeot,139736,100,diesel,grey,estate,False,False,False,False,False,False,True,76
856,Citroën,110286,120,diesel,blue,estate,False,False,True,False,False,False,False,77
857,Renault,157485,85,diesel,brown,estate,False,True,False,False,False,False,True,92
858,Renault,145050,120,diesel,black,estate,True,True,False,False,True,True,True,126
859,Citroën,175035,135,diesel,black,estate,True,True,False,False,True,False,True,91
860,Audi,137237,160,diesel,brown,estate,True,True,False,False,True,True,True,136
861,Audi,197468,120,diesel,blue,estate,True,False,False,False,False,False,True,44
862,Renault,225684,110,diesel,silver,estate,True,True,False,False,False,False,True,76
863,Peugeot,150658,105,diesel,grey,estate,False,True,False,False,True,False,True,115
864,Peugeot,157661,100,diesel,blue,estate,False,True,False,False,False,False,True,88
865,Renault,127445,85,diesel,grey,estate,True,True,False,False,True,True,True,105
866,Renault,52378,120,diesel,black,estate,True,True,False,False,True,False,True,150
867,Audi,88459,100,diesel,black,estate,True,True,False,False,False,False,True,123
868,Renault,162756,85,diesel,grey,estate,True,True,False,False,False,False,True,106
869,Peugeot,216472,105,diesel,black,estate,True,True,False,False,True,True,True,94
870,Peugeot,178160,100,diesel,grey,estate,True,True,True,False,True,True,True,111
871,Peugeot,237294,100,diesel,grey,estate,True,True,False,False,False,False,True,82
872,Renault,140380,135,diesel,black,estate,False,True,False,True,True,False,True,140
873,Audi,130343,160,diesel,silver,estate,False,True,False,False,False,False,True,127
874,Audi,261166,150,diesel,black,estate,True,True,True,False,True,True,True,118
875,Renault,171516,135,diesel,black,estate,False,True,False,False,True,False,True,123
876,Citroën,78520,135,diesel,silver,estate,False,False,False,False,False,False,False,131
877,Citroën,221832,120,diesel,grey,estate,True,True,False,False,True,False,True,107
878,Audi,98377,160,diesel,black,estate,True,True,False,True,True,False,True,152
879,Peugeot,134156,105,diesel,grey,estate,False,True,False,False,False,False,False,10
880,Renault,109653,135,diesel,grey,estate,True,True,True,False,True,True,True,146
881,Renault,114112,135,diesel,black,estate,False,True,False,False,True,False,True,132
882,Peugeot,223953,90,diesel,grey,estate,True,False,False,False,False,False,True,65
883,Audi,241412,190,diesel,blue,estate,True,True,False,True,True,False,True,110
884,Citroën,145981,122,diesel,silver,estate,True,True,False,False,True,True,True,126
885,Renault,176695,135,diesel,grey,estate,True,True,True,False,True,True,True,125
886,Citroën,147073,122,diesel,black,estate,True,True,False,False,True,False,True,122
887,Citroën,136931,135,diesel,grey,estate,True,True,False,True,True,False,True,123
888,Citroën,207811,122,diesel,black,estate,False,True,False,False,True,False,True,82
889,Audi,151272,160,diesel,black,estate,True,True,False,False,True,False,True,138
890,PGO,180401,190,diesel,white,estate,False,True,True,False,True,True,True,120
891,Citroën,120723,230,diesel,brown,estate,True,True,True,True,True,True,True,164
892,Audi,260969,150,diesel,black,estate,True,True,True,False,True,True,True,117
893,Audi,157790,100,diesel,silver,estate,True,True,False,False,True,False,True,113
894,Audi,169163,160,diesel,silver,estate,False,True,True,False,True,False,True,130
895,Renault,127896,135,diesel,black,estate,False,True,True,False,True,False,True,141
896,Audi,110978,230,diesel,black,estate,True,True,True,True,True,False,True,172
897,Renault,124484,135,diesel,white,estate,False,True,False,True,True,False,True,134
898,Renault,184724,120,diesel,grey,estate,True,True,True,False,True,False,True,132
899,Citroën,191216,135,diesel,silver,estate,False,True,False,False,False,True,True,106
900,Peugeot,148986,100,diesel,black,estate,True,True,False,False,False,False,True,111
901,Renault,161618,120,diesel,black,estate,True,True,False,False,False,False,True,115
902,Audi,124409,230,diesel,silver,estate,False,True,True,True,False,True,True,159
903,Renault,152917,100,diesel,grey,estate,True,True,False,False,True,True,True,93
904,Citroën,126425,120,diesel,red,estate,False,True,False,False,False,False,True,114
905,Audi,289547,145,diesel,blue,estate,True,True,True,False,False,True,True,90
906,Renault,178789,137,diesel,black,estate,True,True,False,False,True,False,True,111
907,Audi,103658,230,diesel,grey,estate,True,True,True,True,True,False,True,173
908,Renault,194522,120,diesel,grey,estate,True,True,False,False,False,False,True,110
909,Citroën,196992,110,diesel,silver,estate,True,True,True,False,False,False,True,73
910,Peugeot,173233,105,diesel,grey,estate,False,True,False,False,True,False,True,109
911,Citroën,182351,135,diesel,brown,estate,False,True,False,False,False,False,True,98
912,Peugeot,164454,100,diesel,black,estate,True,True,False,False,False,True,True,103
913,Renault,137042,120,diesel,grey,estate,True,True,False,False,False,False,True,114
914,Citroën,99171,135,diesel,grey,estate,False,True,True,True,False,False,True,124
915,PGO,171792,190,diesel,silver,estate,False,True,True,False,True,True,True,139
916,Renault,43100,85,diesel,black,estate,False,True,False,False,False,False,True,122
917,Audi,175235,190,diesel,white,estate,True,True,False,False,True,True,True,158
918,Citroën,140991,135,diesel,black,estate,False,True,False,True,False,False,True,118
919,Audi,95860,190,diesel,brown,estate,True,True,True,True,True,False,True,166
920,Renault,158574,120,diesel,black,estate,True,True,False,False,False,False,True,113
921,Audi,111098,160,diesel,blue,estate,False,True,False,False,False,False,True,133
922,Peugeot,144547,105,diesel,black,estate,True,True,False,False,True,True,True,125
923,Citroën,120632,135,diesel,grey,estate,False,False,False,False,False,False,True,112
924,Citroën,110887,120,diesel,grey,estate,False,True,True,False,True,True,True,132
925,Citroën,163108,135,diesel,grey,estate,False,False,False,False,True,False,True,106
926,Peugeot,166667,100,diesel,brown,estate,True,True,False,False,False,False,True,104
927,Renault,163299,140,diesel,white,estate,True,True,False,False,True,True,True,135
928,Renault,165418,85,diesel,blue,estate,False,False,False,False,True,True,True,106
929,Audi,143062,190,diesel,blue,estate,True,True,False,False,False,False,True,128
930,Citroën,107697,120,diesel,blue,estate,True,True,False,False,False,False,True,120
931,Renault,362024,110,diesel,black,estate,False,True,False,False,False,False,True,71
932,Peugeot,223140,100,diesel,black,estate,False,True,False,False,True,False,True,96
933,Citroën,170500,135,diesel,black,estate,True,True,False,False,False,False,True,100
934,Peugeot,179647,100,diesel,black,estate,True,True,False,False,True,True,True,113
935,Citroën,179338,120,diesel,black,estate,False,True,False,False,False,False,True,110
936,Renault,91973,120,diesel,blue,estate,True,True,True,False,True,False,True,122
937,Renault,148770,120,diesel,blue,estate,True,True,False,False,True,False,True,129
938,Renault,71483,135,diesel,black,estate,False,True,False,False,False,False,True,144
939,Renault,153102,140,diesel,white,estate,True,True,True,False,True,False,True,141
940,PGO,155620,190,diesel,white,estate,True,True,False,False,True,True,True,140
941,Peugeot,125677,100,diesel,blue,estate,True,True,False,False,False,False,True,104
942,Renault,144930,120,diesel,beige,estate,True,True,False,False,True,False,True,113
943,Citroën,142622,135,diesel,black,estate,True,True,False,False,True,True,True,118
944,Renault,171008,120,diesel,black,estate,False,True,False,False,False,False,True,82
945,Citroën,160805,135,diesel,white,estate,False,True,False,False,True,True,True,111
946,Renault,139390,85,diesel,black,estate,False,True,False,False,False,True,True,101
947,Audi,314985,173,diesel,blue,estate,True,True,True,False,True,False,True,87
948,Renault,220183,85,diesel,grey,estate,False,True,False,False,False,False,True,94
949,Renault,174658,135,diesel,blue,estate,True,True,False,True,True,False,True,138
950,Renault,190092,135,diesel,white,estate,False,True,True,False,True,True,True,133
951,Peugeot,160571,100,diesel,black,estate,False,True,False,False,False,False,True,104
952,Citroën,85070,135,diesel,white,estate,False,False,False,False,False,False,False,128
953,Peugeot,167600,100,diesel,silver,estate,False,False,False,False,False,False,True,88
954,BMW,184733,280,diesel,silver,estate,True,True,False,True,True,True,True,157
955,Renault,289174,120,diesel,grey,estate,True,False,False,False,False,False,True,82
956,Peugeot,147992,105,diesel,white,estate,False,False,False,False,False,False,False,92
957,Citroën,151501,120,diesel,black,estate,False,True,False,False,True,False,True,119
958,Renault,300178,120,diesel,white,estate,True,True,False,False,True,False,True,85
959,Citroën,166496,135,diesel,black,estate,False,True,False,False,True,False,True,118
960,Citroën,46701,135,diesel,white,estate,False,True,False,False,False,False,True,140
961,Audi,115902,160,diesel,grey,estate,False,True,False,False,True,False,True,126
962,Audi,136581,160,diesel,black,estate,True,True,False,False,True,True,True,128
963,Renault,80589,85,diesel,white,estate,False,False,False,False,False,False,True,115
964,Peugeot,179537,105,diesel,black,estate,True,True,True,False,True,True,True,109
965,Renault,143633,135,diesel,white,estate,True,True,False,False,True,False,True,122
966,Audi,241112,190,diesel,blue,estate,True,True,False,True,True,False,True,105
967,BMW,184507,280,diesel,silver,estate,True,True,False,True,True,True,True,164
968,Renault,174319,120,diesel,grey,estate,True,True,False,False,False,False,True,116
969,Citroën,103034,135,diesel,brown,estate,False,True,False,False,False,False,True,120
970,BMW,184955,280,diesel,silver,estate,True,True,False,True,True,True,True,154
971,Citroën,156741,135,diesel,black,estate,False,True,False,False,True,False,True,118
972,Audi,130588,160,diesel,black,estate,False,True,False,False,False,False,False,120
973,Peugeot,161449,105,diesel,red,estate,False,True,False,False,False,False,True,94
974,Citroën,108993,120,diesel,grey,estate,False,True,False,False,True,True,True,120
975,BMW,145348,280,diesel,blue,estate,False,True,False,True,True,True,True,193
976,Citroën,135980,120,diesel,grey,estate,True,True,False,False,True,True,True,122
977,PGO,135564,190,diesel,white,estate,True,True,True,False,False,False,True,132
978,Audi,166872,160,diesel,grey,estate,True,True,False,False,True,False,True,117
979,Citroën,200160,120,diesel,blue,estate,False,True,False,False,False,False,True,91
980,Renault,142887,120,diesel,blue,estate,True,True,False,False,False,False,True,120
981,Citroën,143806,135,diesel,black,estate,False,True,False,False,True,False,True,123
982,Audi,115097,160,diesel,black,estate,True,True,False,False,True,False,True,120
983,Citroën,240562,130,diesel,black,estate,True,True,True,False,True,True,True,84
984,Renault,81817,85,diesel,grey,estate,False,False,False,False,False,False,True,129
985,Renault,118282,120,diesel,grey,estate,True,True,False,False,True,False,True,125
986,Citroën,150702,120,diesel,grey,estate,False,True,False,False,True,False,True,115
987,Peugeot,146697,100,diesel,blue,estate,False,True,True,False,True,False,True,109
988,Peugeot,108380,100,diesel,brown,estate,False,True,False,False,False,False,True,105
989,Audi,197818,230,diesel,black,estate,True,True,True,False,True,False,True,135
990,Renault,207226,120,diesel,black,estate,True,True,False,False,False,True,True,104
991,Audi,121671,190,diesel,black,estate,True,True,False,True,True,False,True,151
992,Citroën,157337,120,diesel,brown,estate,True,True,False,False,False,False,True,84
993,Renault,167001,135,diesel,grey,estate,True,True,False,False,True,False,True,122
994,Renault,92554,135,diesel,black,estate,True,True,False,True,True,False,True,162
995,Audi,232281,150,diesel,grey,estate,True,True,True,False,True,False,True,120
996,Renault,162222,120,diesel,black,estate,True,True,False,False,True,False,True,117
997,Audi,213453,160,diesel,black,estate,True,True,True,False,True,False,True,117
998,Audi,194062,100,diesel,grey,estate,False,True,False,False,True,False,True,110
999,Renault,184936,120,diesel,brown,estate,True,True,True,False,False,False,True,120
1000,Audi,132979,112,diesel,brown,estate,True,True,False,False,True,True,True,117
1001,Peugeot,141068,105,diesel,black,estate,False,True,False,False,False,False,True,112
1002,Audi,188713,190,diesel,black,estate,True,False,False,False,True,True,True,141
1003,Audi,398043,130,diesel,grey,estate,False,False,False,False,False,False,True,59
1004,Audi,117468,160,diesel,black,estate,True,True,True,False,True,False,True,137
1005,Citroën,134690,135,diesel,grey,estate,True,True,False,True,True,True,True,118
1006,Renault,165356,135,diesel,grey,estate,False,True,False,False,True,False,True,115
1007,Renault,173590,120,diesel,black,estate,True,True,False,False,True,False,True,121
1008,Peugeot,193864,105,diesel,black,estate,False,False,False,False,False,False,True,96
1009,Renault,223680,85,diesel,black,estate,False,True,False,False,False,False,True,86
1010,Audi,157626,189,diesel,grey,estate,True,True,False,False,True,False,True,97
1011,Citroën,178272,135,diesel,white,estate,False,True,False,True,True,False,True,122
1012,Citroën,175266,135,diesel,black,estate,True,True,False,False,True,True,True,117
1013,Citroën,151586,135,diesel,black,estate,False,True,False,False,False,False,True,105
1014,Renault,109195,120,diesel,grey,estate,True,True,True,False,True,False,True,133
1015,Renault,148908,120,diesel,brown,estate,True,True,False,False,False,False,True,124
1016,Renault,96395,135,diesel,blue,estate,True,True,False,False,False,False,True,133
1017,Renault,149502,120,diesel,black,estate,True,True,False,False,False,False,True,99
1018,Citroën,171043,135,diesel,grey,estate,False,True,False,True,False,True,True,116
1019,Citroën,110891,125,petrol,black,estate,True,True,True,False,True,False,True,99
1020,Citroën,95208,135,diesel,grey,estate,False,True,False,False,False,False,False,77
1021,Peugeot,126978,100,diesel,grey,estate,True,True,True,False,False,False,True,106
1022,Audi,148943,100,diesel,brown,estate,True,True,True,False,True,False,True,132
1023,Peugeot,137075,100,diesel,grey,estate,True,False,True,False,False,False,True,109
1024,Citroën,187314,122,diesel,grey,estate,True,True,False,False,True,False,True,112
1025,Audi,191742,105,diesel,brown,estate,True,True,False,False,True,False,True,129
1026,Peugeot,162142,100,diesel,silver,estate,True,True,False,False,False,False,True,99
1027,Renault,34643,120,diesel,black,estate,True,True,False,False,True,False,True,151
1028,Peugeot,195543,105,diesel,white,estate,False,False,False,False,False,False,True,97
1029,Renault,104176,135,diesel,black,estate,True,True,True,False,True,False,True,135
1030,Audi,230365,145,diesel,black,estate,True,True,True,False,True,True,True,85
1031,Citroën,129339,135,diesel,blue,estate,False,True,False,False,False,True,True,112
1032,Citroën,164468,120,diesel,grey,estate,True,True,False,False,False,False,True,103
1033,Peugeot,153721,100,diesel,brown,estate,True,True,False,False,False,False,True,122
1034,Renault,199826,85,diesel,brown,estate,False,False,False,False,False,False,True,82
1035,Citroën,101223,120,diesel,black,estate,True,False,False,False,True,False,True,112
1036,Citroën,188531,120,diesel,black,estate,False,True,True,False,False,False,True,63
1037,Citroën,111959,135,petrol,black,estate,False,True,False,False,True,False,True,93
1038,Audi,160151,190,diesel,blue,estate,False,True,False,False,True,True,True,150
1039,Peugeot,88517,100,diesel,black,estate,True,True,False,False,False,False,True,112
1040,Renault,159788,135,diesel,white,estate,False,True,False,False,True,False,True,128
1041,Citroën,169335,122,diesel,black,estate,True,True,False,False,True,False,True,112
1042,Audi,189614,160,diesel,black,estate,False,True,False,True,False,False,True,142
1043,Renault,172414,120,diesel,grey,estate,True,True,False,False,False,False,True,124
1044,Audi,147699,190,diesel,grey,estate,True,True,False,True,True,True,True,158
1045,Audi,245654,130,diesel,green,estate,True,True,False,False,True,False,True,82
1046,Citroën,119454,135,diesel,grey,estate,False,False,False,False,False,False,False,122
1047,Peugeot,151787,105,diesel,grey,estate,False,False,False,False,False,False,True,91
1048,Renault,66877,135,diesel,white,estate,True,False,True,True,False,True,True,141
1049,Renault,144612,120,diesel,grey,estate,True,True,True,False,True,False,True,123
1050,Renault,143447,135,diesel,black,estate,True,True,False,False,True,True,True,133
1051,Renault,94753,85,diesel,black,estate,False,True,False,False,False,False,True,106
1052,PGO,123173,190,diesel,grey,estate,True,True,True,False,True,True,True,150
1053,Renault,222299,135,diesel,black,estate,True,True,False,False,True,False,True,107
1054,Peugeot,162048,85,diesel,black,estate,True,False,False,False,True,True,True,57
1055,Citroën,157035,120,diesel,brown,estate,True,True,False,False,False,False,True,115
1056,Audi,107751,190,diesel,black,estate,True,True,True,True,True,False,True,169
1057,Citroën,164110,120,diesel,black,estate,True,True,False,False,True,False,True,111
1058,Renault,20353,140,diesel,black,estate,True,True,False,False,True,False,True,130
1059,Citroën,66929,120,diesel,black,estate,True,True,False,False,True,False,True,117
1060,Audi,138988,230,diesel,brown,estate,False,True,False,True,True,False,True,166
1061,Audi,203770,190,diesel,grey,estate,True,True,True,True,True,False,True,132
1062,Renault,148128,135,diesel,grey,estate,True,True,False,True,True,False,True,140
1063,Citroën,182793,135,diesel,black,estate,False,True,False,False,False,False,True,75
1064,Peugeot,125372,105,diesel,blue,estate,False,True,False,False,False,False,True,116
1065,Citroën,162199,130,diesel,grey,estate,True,True,True,False,True,False,True,67
1066,Audi,256774,230,diesel,grey,estate,True,True,True,True,True,True,True,137
1067,PGO,33631,190,diesel,grey,estate,False,False,False,False,False,False,False,156
1068,Audi,49871,190,diesel,black,estate,True,False,False,False,True,False,True,173
1069,Peugeot,190289,105,diesel,white,estate,True,True,False,False,True,False,True,106
1070,Peugeot,106417,100,diesel,grey,estate,True,False,False,False,False,False,True,111
1071,Peugeot,189921,100,diesel,brown,estate,True,True,False,False,False,False,True,100
1072,Citroën,99113,120,diesel,grey,estate,True,True,False,False,True,True,True,118
1073,Peugeot,193105,105,diesel,black,estate,False,True,False,False,True,False,True,105
1074,Renault,130684,135,diesel,grey,estate,True,True,False,False,False,False,True,119
1075,Peugeot,96981,100,petrol,green,estate,True,True,False,False,False,False,True,92
1076,Renault,196890,135,diesel,grey,estate,True,True,False,False,True,False,True,123
1077,Peugeot,118160,100,diesel,grey,estate,True,False,False,False,False,False,True,89
1078,Citroën,169470,135,diesel,grey,estate,False,True,False,False,False,False,True,91
1079,Peugeot,271229,100,diesel,black,estate,True,True,False,False,True,False,True,85
1080,Audi,158308,190,diesel,black,estate,True,True,False,True,True,True,True,153
1081,Renault,186459,85,diesel,white,estate,False,False,False,False,False,False,True,103
1082,Audi,110966,160,diesel,grey,estate,True,True,False,False,False,False,False,123
1083,Renault,131899,85,diesel,black,estate,False,True,False,False,False,False,True,97
1084,Renault,151115,135,diesel,silver,estate,True,True,True,False,False,False,True,124
1085,Peugeot,157363,100,diesel,white,estate,False,True,False,False,False,True,True,112
1086,Citroën,134983,130,diesel,black,estate,False,False,True,False,True,False,True,91
1087,Renault,114589,135,diesel,grey,estate,True,True,True,False,True,True,True,131
1088,Renault,175756,120,diesel,blue,estate,True,True,False,False,True,False,True,125
1089,Audi,205478,155,diesel,black,estate,False,True,False,False,True,False,True,118
1090,Renault,228719,120,diesel,black,estate,False,True,True,True,True,False,True,102
1091,Peugeot,128969,100,diesel,black,estate,False,True,False,False,False,False,True,105
1092,Peugeot,165120,105,diesel,black,estate,False,True,False,False,False,True,True,99
1093,Renault,181703,120,diesel,grey,estate,True,True,False,False,True,False,True,122
1094,Citroën,148574,120,diesel,grey,estate,False,False,False,False,False,False,True,107
1095,Renault,187277,137,diesel,blue,estate,True,True,False,False,True,True,True,120
1096,Audi,186203,190,diesel,black,estate,True,True,False,False,True,True,True,128
1097,Peugeot,45305,100,diesel,blue,estate,True,True,False,False,True,False,True,137
1098,Citroën,146393,135,diesel,brown,estate,True,True,True,False,True,True,True,127
1099,Peugeot,173102,100,diesel,black,estate,True,True,False,False,False,True,True,100
1100,Renault,148966,135,petrol,black,estate,False,True,False,False,False,False,True,109
1101,Audi,249417,190,diesel,black,estate,True,True,False,True,True,False,True,112
1102,Audi,162106,230,diesel,black,estate,True,True,True,True,True,False,True,137
1103,Renault,199890,135,diesel,black,estate,False,True,False,False,True,False,True,125
1104,Citroën,165322,120,diesel,black,estate,True,True,False,False,False,False,True,117
1105,Peugeot,147216,105,diesel,grey,estate,False,True,False,False,True,True,True,118
1106,Renault,175761,135,diesel,black,estate,True,True,True,False,False,True,True,142
1107,Citroën,61306,120,diesel,grey,estate,False,True,True,False,False,False,True,94
1108,Citroën,92482,135,diesel,black,estate,False,True,False,True,False,True,True,142
1109,Audi,185299,190,diesel,blue,estate,True,True,True,False,True,True,True,142
1110,Citroën,260531,110,diesel,grey,estate,False,False,False,False,False,False,True,46
1111,Renault,237366,135,diesel,black,estate,False,True,False,False,False,False,True,112
1112,Peugeot,153033,105,diesel,black,estate,False,True,False,False,True,False,True,73
1113,Peugeot,136442,105,diesel,silver,estate,False,True,False,False,False,False,True,112
1114,Citroën,155283,135,diesel,grey,estate,True,True,False,False,True,False,True,120
1115,Renault,86410,120,diesel,grey,estate,True,True,True,False,True,False,True,125
1116,Peugeot,198436,100,diesel,grey,estate,False,True,False,False,True,False,True,97
1117,Renault,183498,85,diesel,grey,estate,True,True,False,False,False,False,True,103
1118,Audi,237786,150,diesel,grey,estate,True,True,False,False,True,False,True,107
1119,Citroën,162042,135,diesel,blue,estate,True,True,True,True,True,True,True,103
1120,Audi,125242,160,diesel,grey,estate,False,True,False,True,True,False,True,149
1121,Audi,190015,105,diesel,grey,estate,True,True,False,False,True,False,True,128
1122,Renault,168216,85,diesel,black,estate,False,False,False,False,True,True,True,105
1123,Citroën,115366,135,diesel,silver,estate,False,True,False,True,False,False,True,120
1124,Audi,179857,230,diesel,brown,estate,True,True,False,True,True,True,True,169
1125,Audi,156904,190,diesel,grey,estate,True,True,True,False,True,True,True,148
1126,Citroën,165561,120,diesel,blue,estate,False,True,False,False,True,True,True,117
1127,Renault,148559,137,petrol,black,estate,True,True,False,False,True,False,True,116
1128,Renault,180690,85,diesel,grey,estate,False,True,False,False,True,True,True,107
1129,Renault,153854,135,diesel,black,estate,False,True,False,False,True,True,True,123
1130,Renault,50522,120,diesel,grey,estate,True,False,False,False,True,False,True,152
1131,Citroën,293508,110,diesel,grey,estate,True,True,False,False,True,True,True,55
1132,Citroën,137401,135,diesel,black,estate,False,True,False,False,False,False,True,114
1133,Citroën,148479,160,diesel,grey,estate,False,True,False,False,False,True,True,131
1134,Peugeot,155292,105,diesel,white,estate,False,True,False,False,False,False,True,108
1135,Peugeot,159693,100,diesel,grey,estate,True,True,False,False,False,False,True,71
1136,BMW,22871,80,petrol,black,estate,True,False,False,False,False,False,True,117
1137,Renault,70495,85,diesel,brown,estate,False,True,False,False,False,False,True,119
1138,Peugeot,104424,100,diesel,grey,estate,True,True,False,False,False,False,True,110
1139,Peugeot,55722,105,diesel,blue,estate,True,True,False,False,False,False,True,132
1140,Audi,226944,190,diesel,blue,estate,True,True,True,False,True,False,True,139
1141,Renault,240159,135,diesel,white,estate,True,True,False,False,True,False,True,118
1142,Citroën,89158,135,diesel,black,estate,True,True,False,True,True,True,True,140
1143,Peugeot,184496,100,diesel,blue,estate,False,False,False,False,False,False,True,102
1144,Renault,63121,85,diesel,grey,estate,False,True,False,False,False,False,True,112
1145,Peugeot,168356,100,diesel,green,estate,False,True,True,False,False,False,True,84
1146,Citroën,158402,135,diesel,grey,estate,False,True,False,False,True,True,True,117
1147,Citroën,205081,135,diesel,white,estate,False,True,False,False,False,False,True,112
1148,Peugeot,204952,105,diesel,black,estate,False,True,False,False,True,False,True,106
1149,Renault,327416,120,diesel,black,estate,True,True,False,False,True,False,True,107
1150,Peugeot,251669,100,diesel,grey,estate,True,True,False,False,False,False,True,85
1151,Audi,99296,100,diesel,black,estate,False,True,False,False,True,False,True,135
1152,Renault,212165,135,diesel,brown,estate,False,True,False,False,True,False,True,121
1153,Peugeot,229437,100,diesel,grey,estate,True,True,True,False,False,False,True,77
1154,Audi,237376,173,diesel,grey,estate,True,True,False,False,True,False,True,81
1155,Citroën,188634,130,diesel,black,estate,True,True,True,False,True,False,True,92
1156,Renault,206283,135,diesel,black,estate,False,True,False,False,True,False,True,119
1157,Citroën,152018,119,diesel,black,estate,True,True,False,False,True,True,True,112
1158,BMW,174944,150,petrol,grey,estate,True,True,False,False,True,False,True,108
1159,Citroën,171877,120,diesel,black,estate,False,False,True,False,False,False,False,125
1160,Audi,106404,160,diesel,black,estate,False,True,False,False,False,False,True,141
1161,Peugeot,162021,90,diesel,black,estate,False,False,False,False,False,False,True,62
1162,Renault,75783,140,diesel,black,estate,True,True,False,False,True,False,True,166
1163,Renault,120756,135,petrol,grey,estate,False,True,False,False,True,False,True,97
1164,Renault,171292,135,diesel,grey,estate,True,True,False,False,True,True,True,128
1165,Renault,153715,120,diesel,black,estate,True,True,False,False,True,False,True,124
1166,Audi,111132,160,diesel,black,estate,True,True,False,False,True,True,True,130
1167,Citroën,176029,120,diesel,blue,estate,True,True,False,False,False,False,True,109
1168,Renault,128764,120,diesel,blue,estate,True,True,True,False,False,False,True,111
1169,Peugeot,130884,100,diesel,black,estate,True,False,False,False,False,False,True,106
1170,Citroën,123405,135,diesel,black,estate,True,True,False,False,True,True,True,130
1171,Renault,124114,120,diesel,blue,estate,True,True,True,False,False,False,True,126
1172,Peugeot,168833,105,diesel,black,estate,False,True,True,False,False,True,True,110
1173,Citroën,113733,135,diesel,grey,estate,False,False,False,False,False,False,True,96
1174,Peugeot,159209,100,diesel,grey,estate,True,True,False,False,False,False,True,75
1175,Peugeot,155492,100,diesel,black,estate,True,True,False,False,False,False,True,106
1176,Peugeot,157577,105,diesel,white,estate,False,True,True,False,True,False,True,114
1177,Renault,180626,135,diesel,black,estate,False,True,False,False,True,True,True,125
1178,Audi,213067,190,diesel,blue,estate,False,False,False,False,False,False,True,114
1179,Citroën,117442,125,petrol,grey,estate,False,True,True,False,True,False,True,111
1180,Peugeot,121770,105,diesel,white,estate,False,True,False,False,False,False,True,114
1181,Citroën,101156,135,diesel,white,estate,False,True,False,False,False,False,False,122
1182,Citroën,277172,120,diesel,black,estate,True,True,False,False,False,False,True,73
1183,Citroën,127956,135,diesel,white,estate,False,False,False,False,False,False,False,96
1184,BMW,157955,190,petrol,black,estate,True,True,False,False,True,False,True,122
1185,Renault,179630,85,diesel,black,estate,False,True,True,False,False,False,True,99
1186,Citroën,167102,120,diesel,black,estate,True,True,False,False,False,False,True,107
1187,Peugeot,148894,100,diesel,black,estate,True,True,False,False,False,False,True,100
1188,Peugeot,65462,105,diesel,black,estate,True,True,False,False,False,False,True,98
1189,Renault,109651,135,diesel,brown,estate,True,True,True,False,True,False,True,142
1190,Renault,271459,100,diesel,blue,estate,True,False,False,False,False,False,True,35
1191,Citroën,169732,120,diesel,blue,estate,False,True,False,False,True,False,True,121
1192,Audi,107195,190,diesel,grey,estate,True,True,False,False,True,True,True,145
1193,Citroën,280226,110,diesel,grey,estate,False,True,False,False,True,False,True,50
1194,Renault,196475,85,diesel,blue,estate,False,True,False,False,True,True,True,92
1195,Citroën,122160,135,diesel,silver,estate,True,False,False,False,False,False,True,120
1196,Citroën,194982,135,diesel,white,estate,False,True,False,False,False,False,True,110
1197,Peugeot,154038,100,diesel,brown,estate,False,True,False,False,True,False,True,101
1198,Renault,55517,85,diesel,grey,estate,False,True,False,False,False,False,True,106
1199,Citroën,146490,120,diesel,white,estate,True,False,False,False,True,False,True,118
1200,Audi,136951,190,diesel,red,estate,False,True,False,True,False,True,True,168
1201,Peugeot,136751,105,diesel,brown,estate,False,True,True,False,True,True,True,115
1202,Renault,145045,120,diesel,black,estate,True,True,False,False,True,True,True,117
1203,Renault,226224,85,diesel,grey,estate,True,True,False,False,False,False,True,93
1204,Renault,165472,135,diesel,grey,estate,True,True,False,False,True,False,True,122
1205,Renault,158341,120,diesel,grey,estate,True,True,False,False,False,False,True,109
1206,PGO,152862,190,diesel,white,estate,True,True,True,False,True,True,True,138
1207,Citroën,195889,120,diesel,black,estate,True,True,False,False,False,False,True,111
